"county","state","mean_household_income","pctile","race","deaths","population","crude_rate"
"Polk","TX",56343,36,"White",60,7799,769.329401205283
"Polk","WI",64420,64,"White",47,8270,568.319226118501
"Pontotoc","MS",53391,27,"Black or African American",12,1144,1048.95104895105
"Pontotoc","MS",53391,27,"White",42,6499,646.253269733805
"Pontotoc","OK",57044,38,"White",48,5596,857.755539671194
"Pope","AR",54891,31,"White",76,13182,576.543771810044
"Pope","MN",69227,75,"White",14,2030,689.655172413793
"Portage","OH",67854,72,"White",140,25606,546.746856205577
"Portage","OH",67854,72,"Black or African American",17,1979,859.019706922688
"Portage","WI",66238,69,"White",43,12265,350.591112922951
"Porter","IN",79620,90,"Black or African American",17,1552,1095.36082474227
"Porter","IN",79620,90,"White",172,30904,556.562257312969
"Posey","IN",75772,86,"White",35,5028,696.101829753381
"Pottawatomie","KS",73886,83,"White",32,5550,576.576576576577
"Pottawatomie","OK",56901,38,"Black or African American",10,938,1066.09808102345
"Pottawatomie","OK",56901,38,"White",101,11828,853.905985796415
"Pottawattamie","IA",68917,75,"White",141,21063,669.42031049708
"Potter","PA",53939,29,"White",22,3713,592.512792889846
"Potter","TX",57628,40,"Black or African American",77,4873,1580.13544018059
"Potter","TX",57628,40,"White",307,30277,1013.97100108994
"Powell","KY",45615,7,"White",23,3133,734.120651133099
"Power","ID",60621,51,"White",10,2243,445.831475702185
"Poweshiek","IA",66088,68,"White",13,3313,392.393600965892
"Powhatan","VA",91676,95,"White",17,4107,413.927440954468
"Pratt","KS",63765,62,"White",17,2260,752.212389380531
"Preble","OH",62242,56,"White",43,8624,498.60853432282
"Prentiss","MS",46748,9,"White",45,4693,958.874920093757
"Preston","WV",56297,36,"White",61,6016,1013.96276595745
"Price","WI",58606,44,"White",16,2199,727.603456116417
"Providence","RI",70082,78,"Black or African American",229,23899,958.199087827943
"Providence","RI",70082,78,"White",712,103692,686.64892180689
"Prowers","CO",52138,23,"White",24,3549,676.246830092984
"Pueblo","CO",55932,35,"White",203,32159,631.23853353649
"Pulaski","AR",68381,74,"White",331,55298,598.574993670657
"Pulaski","AR",68381,74,"Black or African American",569,40263,1413.20815637186
"Pulaski","IN",58089,42,"White",19,2728,696.480938416422
"Pulaski","KY",51145,20,"White",79,12719,621.11801242236
"Pulaski","MO",56467,36,"White",84,10655,788.362271234162
"Pulaski","MO",56467,36,"Black or African American",24,1863,1288.24476650564
"Pulaski","VA",60141,49,"White",42,5625,746.666666666667
"Pushmataha","OK",52522,24,"White",17,1645,1033.43465045593
"Putnam","FL",45163,6,"Black or African American",60,3940,1522.84263959391
"Putnam","FL",45163,6,"White",95,11942,795.511639591358
"Putnam","GA",62595,57,"White",19,2925,649.57264957265
"Putnam","GA",62595,57,"Black or African American",24,1588,1511.33501259446
"Putnam","IN",65651,67,"White",44,6750,651.851851851852
"Putnam","NY",119520,100,"White",63,16732,376.52402581879
"Putnam","OH",71300,80,"White",46,8643,532.222607890779
"Putnam","TN",54961,31,"White",102,14239,716.342439778074
"Putnam","WV",73167,82,"White",69,10798,639.007223559919
"Quay","NM",43021,4,"White",22,1692,1300.23640661939
"Queens","NY",77515,88,"Black or African American",1018,114694,887.579123581007
"Queens","NY",77515,88,"White",1259,277712,453.347352653108
"Quitman","MS",37130,1,"Black or African American",27,1781,1516.00224592925
"Rabun","GA",56578,37,"White",19,2818,674.237047551455
"Racine","WI",72192,81,"Black or African American",154,8628,1784.88641631896
"Racine","WI",72192,81,"White",240,35541,675.276441293154
"Raleigh","WV",55426,33,"Black or African American",25,1624,1539.40886699507
"Raleigh","WV",55426,33,"White",96,15207,631.288222529098
"Ralls","MO",59691,48,"White",18,1740,1034.48275862069
"Ramsey","MN",77966,88,"White",431,77739,554.419274752698
"Ramsey","MN",77966,88,"Black or African American",277,28100,985.76512455516
"Ramsey","ND",68545,74,"White",13,1866,696.677384780279
"Randall","TX",79627,90,"White",158,25092,629.68276741591
"Randall","TX",79627,90,"Black or African American",18,1154,1559.79202772964
"Randolph","AL",47764,11,"Black or African American",12,1349,889.547813194959
"Randolph","AL",47764,11,"White",32,3515,910.384068278805
"Randolph","AR",48225,12,"White",26,3685,705.563093622795
"Randolph","GA",56366,36,"Black or African American",18,1153,1561.144839549
"Randolph","IL",61788,55,"White",41,6015,681.629260182876
"Randolph","IN",54738,31,"White",38,5647,672.923676288295
"Randolph","MO",51713,22,"White",37,5018,737.345555998406
"Randolph","NC",54976,32,"Black or African American",25,2287,1093.13511149978
"Randolph","NC",54976,32,"White",203,28202,719.807105879016
"Randolph","WV",54156,29,"White",52,5612,926.585887384177
"Rankin","MS",73949,83,"White",160,26950,593.692022263451
"Rankin","MS",73949,83,"Black or African American",75,6180,1213.59223300971
"Ravalli","MT",53711,28,"White",39,7158,544.844928751048
"Ray","MO",62783,58,"White",35,4915,712.105798575788
"Reagan","TX",71697,80,"White",11,883,1245.75311438279
"Redwood","MN",64022,62,"White",10,2966,337.154416722859
"Reeves","TX",61591,54,"White",24,3209,747.896540978498
"Reno","KS",59651,47,"White",100,13561,737.408745667724
"Rensselaer","NY",77214,88,"Black or African American",47,4108,1144.10905550146
"Rensselaer","NY",77214,88,"White",150,25836,580.585229911751
"Renville","MN",71051,79,"White",13,2995,434.056761268781
"Reynolds","MO",49549,15,"White",13,1257,1034.20843277645
"Rhea","TN",52901,25,"White",65,6362,1021.69129204653
"Rice","MN",76639,87,"White",50,12292,406.768630003254
"Rice","MN",76639,87,"Black or African American",11,834,1318.9448441247
"Richland","IL",57636,40,"White",22,3411,644.972148929932
"Richland","MT",83835,93,"White",13,2106,617.283950617284
"Richland","ND",68360,74,"White",22,3211,685.14481469947
"Richland","OH",55544,33,"White",166,23299,712.476930340358
"Richland","OH",55544,33,"Black or African American",36,3367,1069.20106920107
"Richland","SC",68112,73,"White",170,35081,484.592799521108
"Richland","SC",68112,73,"Black or African American",508,45425,1118.32691249312
"Richland","WI",58820,45,"White",25,3794,658.935160780179
"Richmond","GA",52902,25,"Black or African American",481,32884,1462.71743096947
"Richmond","GA",52902,25,"White",153,20034,763.701707097934
"Richmond","NC",45516,7,"Black or African American",64,3772,1696.71261930011
"Richmond","NC",45516,7,"White",36,6431,559.788524335251
"Richmond","NY",92152,96,"White",316,76260,414.37188565434
"Richmond","NY",92152,96,"Black or African American",154,16176,952.027695351137
"Richmond","VA",56748,37,"White",134,19434,689.513224246166
"Richmond","VA",56748,37,"Black or African American",547,30894,1770.57033728232
"Riley","KS",64728,65,"White",85,14597,582.311433856272
"Riley","KS",64728,65,"Black or African American",12,2276,527.240773286468
"Ripley","IN",61712,54,"White",38,6370,596.546310832025
"Ripley","MO",43979,5,"White",30,3075,975.609756097561
"Ritchie","WV",49719,16,"White",17,1886,901.378579003181
"Riverside","CA",76234,86,"White",2342,442532,529.227264920955
"Riverside","CA",76234,86,"Black or African American",355,40729,871.614819907192
"Roane","TN",57060,38,"White",58,8963,647.104764029901
"Roane","WV",47135,10,"White",12,2860,419.58041958042
"Roanoke","VA",77347,88,"White",79,14072,561.398521887436
"Roanoke","VA",77347,88,"Black or African American",10,1171,853.97096498719
"Roanoke","VA",77347,88,"White",142,15791,899.246406180736
"Roanoke","VA",77347,88,"Black or African American",123,8141,1510.87090038079
"Robertson","TN",68500,74,"Black or African American",12,1515,792.079207920792
"Robertson","TN",68500,74,"White",82,13951,587.771485914988
"Robertson","TX",58767,45,"Black or African American",11,1124,978.64768683274
"Robertson","TX",58767,45,"White",15,2828,530.41018387553
"Robeson","NC",43949,5,"Black or African American",144,8550,1684.21052631579
"Robeson","NC",43949,5,"White",116,10626,1091.66196122718
"Rock","MN",67489,71,"White",10,2087,479.156684235745
"Rock","WI",63661,61,"White",180,31389,573.44929752461
"Rock","WI",63661,61,"Black or African American",46,3545,1297.60225669958
"Rockbridge","VA",69585,76,"White",24,3390,707.964601769911
"Rockcastle","KY",44560,6,"White",24,3299,727.49317975144
"Rockdale","GA",63483,61,"White",54,9398,574.590338369866
"Rockdale","GA",63483,61,"Black or African American",93,8625,1078.26086956522
"Rockingham","NC",50754,19,"White",115,14351,801.337885861612
"Rockingham","NC",50754,19,"Black or African American",57,3802,1499.21094160968
"Rockingham","NH",104037,98,"White",219,51232,427.467207995003
"Rockingham","VA",70169,78,"White",75,14777,507.545509914056
"Rockland","NY",111647,99,"Black or African American",76,9484,801.349641501476
"Rockland","NY",111647,99,"White",274,70275,389.896833866951
"Rockwall","TX",108537,99,"White",69,14442,477.773161611965
"Rogers","OK",76313,86,"White",83,13229,627.409479174541
"Roosevelt","NM",48345,12,"White",34,5093,667.582956999804
"Roscommon","MI",44960,6,"White",21,3225,651.162790697674
"Roseau","MN",68265,73,"White",22,3362,654.37239738251
"Ross","OH",58839,45,"White",88,15206,578.718926739445
"Ross","OH",58839,45,"Black or African American",16,994,1609.65794768612
"Routt","CO",85620,93,"White",18,4034,446.20723847298
"Rowan","KY",49737,16,"White",32,4726,677.10537452391
"Rowan","NC",57365,39,"Black or African American",66,5948,1109.61667787492
"Rowan","NC",57365,39,"White",156,23286,669.930430301469
"Runnels","TX",59007,45,"White",23,2237,1028.16271792579
"Rush","IN",59674,48,"White",19,3693,514.486867045762
"Rusk","TX",63853,62,"Black or African American",34,1899,1790.41600842549
"Rusk","TX",63853,62,"White",44,9522,462.087796681369
"Rusk","WI",51821,22,"White",18,2811,640.34151547492
"Russell","AL",51839,22,"White",68,8022,847.668910496136
"Russell","AL",51839,22,"Black or African American",79,5696,1386.93820224719
"Russell","KS",52509,24,"White",10,1348,741.839762611276
"Russell","KY",42259,3,"White",19,3562,533.408197641774
"Russell","VA",50577,18,"White",37,5143,719.424460431655
"Rutherford","NC",47410,10,"White",85,11499,739.194712583703
"Rutherford","NC",47410,10,"Black or African American",28,1895,1477.57255936675
"Rutherford","TN",72007,81,"Black or African American",79,9041,873.79714633337
"Rutherford","TN",72007,81,"White",282,50397,559.557116495029
"Rutland","VT",63921,62,"White",58,9982,581.04588258866
"Sabine","TX",47902,11,"White",16,1512,1058.20105820106
"Sac","IA",61306,53,"White",13,2005,648.379052369077
"Sacramento","CA",76827,87,"Black or African American",531,52464,1012.12259835316
"Sacramento","CA",76827,87,"White",1134,232599,487.534340216424
"Sagadahoc","ME",70289,78,"White",28,6749,414.876277967106
"Saginaw","MI",58485,44,"Black or African American",213,13122,1623.22816643804
"Saginaw","MI",58485,44,"White",178,29995,593.432238706451
"Saguache","CO",51533,21,"White",11,1380,797.101449275362
"Salem","NJ",77964,88,"White",61,10122,602.647698083383
"Salem","NJ",77964,88,"Black or African American",37,2755,1343.01270417423
"Saline","AR",69829,77,"White",143,19706,725.667309448899
"Saline","AR",69829,77,"Black or African American",11,1272,864.779874213836
"Saline","IL",53020,26,"White",50,5132,974.279033515199
"Saline","KS",63911,62,"White",79,12498,632.101136181789
"Saline","KS",63911,62,"Black or African American",13,1050,1238.09523809524
"Saline","MO",51159,20,"White",39,4646,839.431769263883
"Saluda","SC",55559,33,"Black or African American",21,1390,1510.79136690647
"Saluda","SC",55559,33,"White",17,3194,532.247964934252
"Sampson","NC",51123,20,"Black or African American",64,4419,1448.29146865807
"Sampson","NC",51123,20,"White",84,10683,786.29598427408
"Sanders","MT",46194,8,"White",13,1724,754.060324825986
"Sandoval","NM",73991,84,"White",104,17979,578.452639190166
"Sandusky","OH",59934,49,"Black or African American",11,1058,1039.69754253308
"Sandusky","OH",59934,49,"White",73,12261,595.383737052443
"Sangamon","IL",74988,85,"Black or African American",150,9065,1654.71594043023
"Sangamon","IL",74988,85,"White",219,32952,664.603058994902
"Sanilac","MI",54148,29,"White",52,8912,583.482944344704
"Sanpete","UT",58914,45,"White",37,6721,550.513316470763
"Sarasota","FL",76744,87,"White",193,45397,425.138224992841
"Sarasota","FL",76744,87,"Black or African American",51,5765,884.648742411102
"Saratoga","NY",92019,96,"White",155,39346,393.940934275403
"Sarpy","NE",85900,93,"White",183,39138,467.576268588073
"Sarpy","NE",85900,93,"Black or African American",16,3041,526.142716211772
"Sauk","WI",64962,65,"White",76,12626,601.93252019642
"Saunders","NE",77145,88,"White",23,4566,503.723171265878
"Sawyer","WI",57594,40,"White",11,1983,554.715078164397
"Schenectady","NY",74602,84,"White",158,24195,653.027485017566
"Schenectady","NY",74602,84,"Black or African American",76,6261,1213.86360006389
"Schoharie","NY",62836,58,"White",26,5107,509.1051497944
"Schuyler","NY",60523,51,"White",17,3157,538.485904339563
"Schuylkill","PA",58484,43,"White",157,24853,631.714481149157
"Scioto","OH",51990,22,"White",133,16462,807.92127323533
"Scotland","NC",41957,3,"White",39,3029,1287.55364806867
"Scotland","NC",41957,3,"Black or African American",50,3968,1260.08064516129
"Scott","IA",74124,84,"Black or African American",81,6178,1311.10391712528
"Scott","IA",74124,84,"White",145,32785,442.275430837273
"Scott","IN",58003,42,"White",39,5419,719.689979701052
"Scott","KS",72206,81,"White",10,1196,836.120401337793
"Scott","KY",78188,89,"White",61,10238,595.819495995312
"Scott","MN",107134,99,"Black or African American",13,1510,860.927152317881
"Scott","MN",107134,99,"White",93,29835,311.714429361488
"Scott","MO",54211,29,"Black or African American",29,1875,1546.66666666667
"Scott","MO",54211,29,"White",64,7657,835.836489486744
"Scott","MS",46259,8,"Black or African American",52,3386,1535.73538098051
"Scott","MS",46259,8,"White",47,4769,985.531557978612
"Scott","TN",52524,24,"White",45,5213,863.226549012085
"Scott","VA",50063,17,"White",32,3816,838.574423480084
"Screven","GA",50055,17,"White",18,1751,1027.98400913764
"Screven","GA",50055,17,"Black or African American",27,1664,1622.59615384615
"Scurry","TX",68889,75,"White",18,4041,445.43429844098
"Sebastian","AR",57751,41,"White",167,26384,632.959369314736
"Sebastian","AR",57751,41,"Black or African American",27,3195,845.070422535211
"Sedgwick","KS",67806,72,"Black or African American",296,19893,1487.96058915196
"Sedgwick","KS",67806,72,"White",733,107882,679.446061437496
"Seminole","FL",78910,89,"White",298,62085,479.987114439881
"Seminole","FL",78910,89,"Black or African American",187,13699,1365.06314329513
"Seminole","GA",53058,26,"Black or African American",11,826,1331.7191283293
"Seminole","OK",50572,18,"White",32,3501,914.024564410169
"Seneca","NY",64571,64,"White",39,6771,575.985821887461
"Seneca","OH",60504,51,"White",73,10989,664.300664300664
"Sequatchie","TN",54939,31,"White",21,2881,728.913571676501
"Sequoyah","OK",47586,10,"White",53,6041,877.338189041549
"Sevier","AR",47852,11,"White",38,4726,804.062632247143
"Sevier","TN",56350,36,"White",121,17487,691.94258592097
"Sevier","UT",58001,42,"White",37,5757,642.695848532222
"Seward","KS",62757,58,"White",51,7862,648.689900788603
"Seward","NE",75511,85,"White",14,3405,411.160058737151
"Shannon","MO",46344,8,"White",16,1705,938.41642228739
"Sharkey","MS",39796,2,"Black or African American",11,1247,882.117080994386
"Sharp","AR",45090,6,"White",23,3204,717.852684144819
"Shasta","CA",61707,54,"White",188,31798,591.232152965595
"Shasta","CA",61707,54,"Black or African American",12,1074,1117.31843575419
"Shawano","WI",60337,50,"White",31,6737,460.145465340656
"Shawnee","KS",67403,71,"Black or African American",80,6590,1213.96054628225
"Shawnee","KS",67403,71,"White",272,34408,790.513833992095
"Sheboygan","WI",67301,71,"White",118,20692,570.26870288034
"Shelby","AL",89768,95,"White",209,37245,561.149147536582
"Shelby","AL",89768,95,"Black or African American",62,4520,1371.6814159292
"Shelby","IA",65435,67,"White",12,2369,506.542845082313
"Shelby","IL",56749,37,"White",27,4315,625.724217844728
"Shelby","IN",63465,60,"White",71,9504,747.053872053872
"Shelby","KY",77173,88,"White",51,8779,580.931768994191
"Shelby","MO",51185,20,"White",11,1366,805.270863836018
"Shelby","OH",71318,80,"White",73,11705,623.665100384451
"Shelby","TN",69586,76,"White",552,90222,611.824167054599
"Shelby","TN",69586,76,"Black or African American",2424,146804,1651.1811667257
"Shelby","TX",52839,25,"Black or African American",18,1405,1281.13879003559
"Shelby","TX",52839,25,"White",35,5322,657.647500939496
"Shenandoah","VA",63369,60,"White",35,7900,443.037974683544
"Sherburne","MN",89393,95,"White",97,21317,455.03588685087
"Sheridan","WY",67831,72,"White",32,5606,570.816981805209
"Shiawassee","MI",59369,47,"White",88,14375,612.173913043478
"Shoshone","ID",47828,11,"White",20,2308,866.551126516464
"Sibley","MN",71101,79,"White",11,3320,331.325301204819
"Sierra","NM",42118,3,"White",21,1973,1064.36898124683
"Simpson","KY",52801,25,"White",22,3581,614.353532532812
"Simpson","MS",49847,16,"Black or African American",48,2678,1792.38237490665
"Simpson","MS",49847,16,"White",35,4097,854.283622162558
"Sioux","IA",76266,86,"White",50,8690,575.373993095512
"Siskiyou","CA",52993,26,"White",45,6987,644.05324173465
"Skagit","WA",72783,82,"White",104,22860,454.943132108486
"Smith","MS",57795,41,"Black or African American",17,1145,1484.71615720524
"Smith","MS",57795,41,"White",22,2556,860.719874804382
"Smith","TN",58750,44,"White",21,3809,551.325807298504
"Smith","TX",67619,72,"Black or African American",119,10374,1147.09851551957
"Smith","TX",67619,72,"White",279,39871,699.756715407188
"Smyth","VA",52043,23,"White",32,5649,566.471941936626
"Snohomish","WA",89364,95,"Black or African American",52,9179,566.510513127792
"Snohomish","WA",89364,95,"White",558,131950,422.887457370216
"Snyder","PA",65775,67,"White",51,7983,638.857572341225
"Socorro","NM",48887,14,"White",18,3090,582.52427184466
"Solano","CA",86345,94,"Black or African American",159,17661,900.288771870223
"Solano","CA",86345,94,"White",317,62682,505.727322038225
"Somerset","MD",50909,19,"Black or African American",30,1847,1624.25554953979
"Somerset","MD",50909,19,"White",19,2834,670.430486944248
"Somerset","ME",51504,21,"White",62,9187,674.866659410036
"Somerset","NJ",138633,100,"White",145,49749,291.463144987839
"Somerset","NJ",138633,100,"Black or African American",59,7470,789.825970548862
"Somerset","PA",57715,41,"White",76,13086,580.773345560141
"Somervell","TX",67919,72,"White",15,1547,969.61861667744
"Sonoma","CA",91256,95,"Black or African American",21,3017,696.055684454756
"Sonoma","CA",91256,95,"White",347,86341,401.894812429784
"Southampton","VA",61648,54,"Black or African American",13,1214,1070.84019769357
"Southampton","VA",61648,54,"White",11,1794,613.154960981048
"Spalding","GA",52943,25,"White",76,9183,827.616247413699
"Spalding","GA",52943,25,"Black or African American",92,6457,1424.81028341335
"Spartanburg","SC",59566,47,"Black or African American",176,16044,1096.98329593618
"Spartanburg","SC",59566,47,"White",282,46091,611.833112755202
"Spencer","IN",65298,66,"White",31,4243,730.615130803677
"Spencer","KY",74558,84,"White",15,3614,415.052573325955
"Spokane","WA",66310,69,"White",509,92063,552.882265405212
"Spokane","WA",66310,69,"Black or African American",35,4944,707.928802588997
"Spotsylvania","VA",94191,96,"Black or African American",70,4507,1553.13956068338
"Spotsylvania","VA",94191,96,"White",124,22172,559.263936496482
"Stafford","VA",114982,99,"White",111,21908,506.664232243929
"Stafford","VA",114982,99,"Black or African American",58,5405,1073.08048103608
"Stanislaus","CA",68893,75,"Black or African American",72,5995,1201.00083402836
"Stanislaus","CA",68893,75,"White",788,121882,646.526968707438
"Stanly","NC",55210,32,"White",66,10008,659.47242206235
"Stanly","NC",55210,32,"Black or African American",38,1922,1977.10718002081
"Stark","IL",66459,69,"White",11,1138,966.608084358524
"Stark","ND",94829,96,"White",36,5737,627.505664981698
"Stark","OH",64173,63,"Black or African American",169,11339,1490.43125496076
"Stark","OH",64173,63,"White",443,65687,674.410461735199
"Starke","IN",54500,30,"White",40,4980,803.212851405622
"Starr","TX",42625,4,"White",114,22852,498.862244004901
"Stearns","MN",71500,80,"White",133,30086,442.06607724523
"Stearns","MN",71500,80,"Black or African American",29,2403,1206.82480233042
"Steele","MN",71485,80,"White",33,7902,417.615793470008
"Stephens","GA",53203,26,"White",28,4774,586.510263929619
"Stephens","OK",60205,49,"White",76,8549,888.992864662534
"Stephens","TX",58536,44,"White",16,1986,805.63947633434
"Stephenson","IL",56796,38,"White",49,7914,619.155926206722
"Stephenson","IL",56796,38,"Black or African American",21,1852,1133.90928725702
"Steuben","IN",63873,62,"White",42,6837,614.304519526108
"Steuben","NY",64486,64,"White",121,19694,614.400324972073
"Stevens","MN",69871,77,"White",12,1965,610.687022900763
"Stevens","WA",55899,34,"White",34,7116,477.796514896009
"Stewart","GA",33621,1,"Black or African American",13,680,1911.76470588235
"Stewart","TN",53511,27,"White",25,2380,1050.42016806723
"Stillwater","MT",73344,83,"White",10,1546,646.830530401035
"Stoddard","MO",50248,17,"White",44,6018,731.139913592556
"Stokes","NC",52064,23,"White",60,8036,746.640119462419
"Stone","AR",46825,9,"White",22,2338,940.975192472198
"Stone","MO",55635,34,"White",43,4968,865.539452495974
"Stone","MS",54619,30,"Black or African American",15,833,1800.72028811525
"Stone","MS",54619,30,"White",27,2953,914.32441584829
"Story","IA",66278,69,"White",71,14501,489.621405420316
"Strafford","NH",78461,89,"White",112,21731,515.392756891077
"Strafford","NH",78461,89,"Black or African American",10,734,1362.39782016349
"Stutsman","ND",69223,75,"White",27,3948,683.890577507599
"Sublette","WY",81852,92,"White",10,1891,528.820729772607
"Suffolk","MA",86548,94,"Black or African American",467,54841,851.552670447293
"Suffolk","MA",86548,94,"White",484,95996,504.187674486437
"Suffolk","NY",113853,99,"White",1154,262804,439.110515821677
"Suffolk","NY",113853,99,"Black or African American",286,31688,902.549861146175
"Sullivan","IN",53507,27,"White",33,4239,778.485491861288
"Sullivan","NH",71900,80,"White",48,7458,643.604183427192
"Sullivan","NY",68938,75,"White",88,13059,673.864767593231
"Sullivan","NY",68938,75,"Black or African American",18,2038,883.218842001963
"Sullivan","PA",57972,42,"White",10,920,1086.95652173913
"Sullivan","TN",57549,40,"Black or African American",12,1201,999.167360532889
"Sullivan","TN",57549,40,"White",224,27314,820.092260379293
"Summers","WV",45461,7,"White",21,2035,1031.94103194103
"Summit","CO",90048,95,"White",24,5394,444.938820912125
"Summit","OH",70475,78,"White",517,86483,597.805349028133
"Summit","OH",70475,78,"Black or African American",339,25495,1329.67248480094
"Summit","UT",132513,100,"White",34,8228,413.223140495868
"Sumner","KS",61956,55,"White",27,5057,533.913387383824
"Sumner","TN",77230,88,"Black or African American",27,3149,857.415052397587
"Sumner","TN",77230,88,"White",180,30888,582.750582750583
"Sumter","AL",33521,1,"Black or African American",51,2374,2148.27295703454
"Sumter","FL",67844,72,"Black or African American",17,1627,1044.86785494776
"Sumter","FL",67844,72,"White",53,6475,818.532818532819
"Sumter","GA",47626,11,"White",12,3316,361.881785283474
"Sumter","GA",47626,11,"Black or African American",51,4943,1031.76208780093
"Sumter","SC",53427,27,"White",70,13424,521.454112038141
"Sumter","SC",53427,27,"Black or African American",164,14222,1153.14301785965
"Sunflower","MS",42949,4,"Black or African American",98,6298,1556.04953953636
"Sunflower","MS",42949,4,"White",17,1413,1203.11394196745
"Surry","NC",53019,26,"White",110,14157,777.000777000777
"Susquehanna","PA",63592,61,"White",42,7267,577.955139672492
"Sussex","DE",72097,81,"Black or African American",111,8629,1286.35994900916
"Sussex","DE",72097,81,"White",159,29640,536.437246963563
"Sussex","NJ",105683,98,"White",102,25621,398.110924632138
"Sussex","VA",49569,15,"Black or African American",13,1060,1226.41509433962
"Sutter","CA",71108,80,"White",90,18384,489.556135770235
"Suwannee","FL",50211,17,"White",67,7234,926.181918717169
"Suwannee","FL",50211,17,"Black or African American",19,1403,1354.24091233072
"Swain","NC",48481,13,"White",11,1675,656.716417910448
"Sweetwater","WY",79436,90,"White",78,10502,742.715673205104
"Swisher","TX",50181,17,"White",15,1998,750.750750750751
"Switzerland","IN",51217,20,"White",19,2465,770.79107505071
"Talbot","GA",48450,13,"Black or African American",12,909,1320.13201320132
"Talbot","MD",91003,95,"Black or African American",15,1052,1425.85551330798
"Talbot","MD",91003,95,"White",23,4840,475.206611570248
"Talladega","AL",50680,18,"Black or African American",95,6198,1532.75250080671
"Talladega","AL",50680,18,"White",92,11136,826.149425287356
"Tallahatchie","MS",41454,3,"Black or African American",38,2507,1515.75588352613
"Tallapoosa","AL",51750,22,"White",40,5614,712.504453152832
"Tallapoosa","AL",51750,22,"Black or African American",42,3031,1385.68129330254
"Tama","IA",65274,66,"White",19,3203,593.193880736809
"Taney","MO",50463,18,"White",61,10493,581.33994091299
"Taos","NM",49796,16,"White",28,5150,543.68932038835
"Tarrant","TX",82118,92,"White",2380,377855,629.871246906882
"Tarrant","TX",82118,92,"Black or African American",1074,80487,1334.37698013344
"Tate","MS",58869,45,"Black or African American",30,2345,1279.31769722814
"Tate","MS",58869,45,"White",26,4122,630.761766132945
"Tattnall","GA",50383,17,"White",33,4072,810.41257367387
"Tattnall","GA",50383,17,"Black or African American",18,1336,1347.30538922156
"Taylor","FL",46352,8,"Black or African American",13,1089,1193.75573921028
"Taylor","FL",46352,8,"White",26,3593,723.62927915391
"Taylor","KY",45213,6,"White",35,5143,680.536651759673
"Taylor","TX",63457,60,"Black or African American",61,4189,1456.19479589401
"Taylor","TX",63457,60,"White",203,30891,657.149331520508
"Taylor","WI",58516,44,"White",21,4365,481.099656357388
"Taylor","WV",54474,30,"White",28,3240,864.197530864197
"Tazewell","IL",75595,86,"White",181,27904,648.65252293578
"Tazewell","VA",56650,37,"White",62,7837,791.119050657139
"Tehama","CA",55517,33,"White",70,13018,537.717007220771
"Telfair","GA",37288,1,"White",13,1840,706.521739130435
"Telfair","GA",37288,1,"Black or African American",14,1291,1084.4306738962
"Teller","CO",79950,90,"White",22,3527,623.759569038843
"Terrell","GA",44594,6,"Black or African American",28,1903,1471.36100893326
"Terry","TX",64247,63,"White",14,3407,410.918696800704
"Teton","ID",75054,85,"White",15,2672,561.377245508982
"Teton","WY",115534,99,"White",22,4328,508.317929759704
"Texas","MO",44857,6,"White",57,5159,1104.86528396976
"Texas","OK",61479,53,"White",54,6237,865.800865800866
"Thomas","GA",55062,32,"White",26,5839,445.281726323
"Thomas","GA",55062,32,"Black or African American",73,4538,1608.63816659321
"Thomas","KS",64188,63,"White",15,1870,802.139037433155
"Thurston","WA",76227,86,"Black or African American",18,3027,594.648166501487
"Thurston","WA",76227,86,"White",221,42997,513.989348094053
"Tift","GA",54606,30,"White",40,6581,607.810363166692
"Tift","GA",54606,30,"Black or African American",50,3723,1343.0029546065
"Tillamook","OR",57343,39,"White",36,4430,812.641083521445
"Tillman","OK",50831,19,"White",17,1513,1123.59550561798
"Tioga","NY",72985,82,"White",64,9627,664.79692531422
"Tioga","PA",60767,51,"White",38,7979,476.250156661236
"Tippah","MS",49517,15,"Black or African American",10,1004,996.01593625498
"Tippah","MS",49517,15,"White",36,4264,844.277673545966
"Tippecanoe","IN",63218,60,"White",243,33115,733.806432130454
"Tippecanoe","IN",63218,60,"Black or African American",33,3059,1078.78391631252
"Tipton","IN",67041,70,"White",23,2726,843.727072633896
"Tipton","TN",69500,76,"White",74,10251,721.880792117842
"Tipton","TN",69500,76,"Black or African American",43,2945,1460.10186757216
"Tishomingo","MS",45644,7,"White",23,3769,610.241443353675
"Titus","TX",60327,50,"White",37,8625,428.985507246377
"Titus","TX",60327,50,"Black or African American",12,990,1212.12121212121
"Todd","KY",50568,18,"White",26,2831,918.403391027905
"Todd","MN",58886,45,"White",31,5618,551.797792808829
"Tolland","CT",98686,97,"White",102,21405,476.524176594254
"Tompkins","NY",75549,86,"White",55,13056,421.262254901961
"Tooele","UT",73582,83,"White",85,17883,475.311748588045
"Toombs","GA",52703,24,"White",26,5041,515.770680420551
"Toombs","GA",52703,24,"Black or African American",33,2413,1367.59220886863
"Torrance","NM",49049,14,"White",31,2924,1060.19151846785
"Towns","GA",50544,18,"White",12,1398,858.369098712446
"Traill","ND",74778,85,"White",18,1645,1094.22492401216
"Transylvania","NC",58167,42,"White",34,4694,724.328930549638
"Travis","TX",92537,96,"Black or African American",290,27385,1058.97389081614
"Travis","TX",92537,96,"White",1073,223662,479.741753181139
